Running single thread with 1 workers
finished   (0-0:0) [] [ '0', '1' ]
backtracked (1861-1:0) [ '1861', '1517' ] [ '1518' ]
backtracked (2653-2:0) [ '2653', '2322' ] [ '2869' ]
found loop (2653-2:1) [] [ '2653', '2322', '2653' ]
finished   (2653-3:0) [] [ '2653', '2323' ]
finished   (3021-0:0) [] [ '3021', '1010' ]
finished   (3022-0:0) [] [ '3022', '76' ]
finished   (993-13:0) [] [ '993', '445' ]
finished   (3023-0:0) [] [ '3023', '484' ]
finished   (993-14:0) [] [ '993', '375' ]
finished   (692-12:0) [] [ '692', '1510' ]
finished   (2896-0:0) [] [ '2896', '2894' ]
finished   (3024-0:0) [] [ '3024', '76' ]
finished   (3025-0:0) [] [ '3025', '615' ]
finished   (2978-0:0) [] [ '2978', '125' ]
finished   (445-18:0) [] [ '445', '188' ]
backtracked (2333-0:0) [ '2333', '1184', '197', '1' ] [ '54' ]
finished   (375-19:0) [] [ '375', '188' ]
finished   (1178-2:0) [] [ '1178', '2755' ]
finished   (615-1:0) [] [ '615', '3027' ]
finished   (3028-0:0) [] [ '3028', '930' ]
finished   (3029-0:0) [] [ '3029', '3028' ]
finished   (1904-1:0) [] [ '1904', '3025' ]
finished   (2923-0:0) [] [ '2923', '2890' ]
finished   (3030-0:0) [] [ '3030', '3031' ]
finished   (3027-0:0) [] [ '3027', '1904' ]
finished   (1222-2:0) [] [ '1222', '2323' ]
finished   (2874-1:0) [] [ '2874', '2951' ]
finished   (3032-0:0) [] [ '3032', '672' ]
finished   (2941-1:0) [] [ '2941', '2871' ]
finished   (2871-1:0) [] [ '2871', '930' ]
finished   (2809-0:0) [] [ '2809', '2941' ]
backtrack21 (1178-3:0) [ '1178' ] [ '1192' ]
finished   (1178-3:1) [] [ '1178', '2755' ]
finished   (3026-0:0) [] [ '3026', '125' ]
finished   (2883-1:0) [] [ '2883', '3034' ]
finished   (3035-0:0) [] [ '3035', '1826' ]
finished   (3036-0:0) [] [ '3036', '1826' ]
finished   (292-13:0) [] [ '292', '125' ]
finished   (3037-0:0) [] [ '3037', '3034' ]
finished   (3038-0:0) [] [ '3038', '3039' ]
finished   (2322-8:0) [] [ '2322', '2653' ]
finished   (2754-1:0) [] [ '2754', '98' ]
finished   (1867-1:0) [] [ '1867', '484' ]
finished   (2751-1:0) [] [ '2751', '98' ]
finished   (1882-1:0) [] [ '1882', '484' ]
finished   (3041-0:0) [] [ '3041', '667' ]
finished   (3042-0:0) [] [ '3042', '45' ]
finished   (3043-0:0) [] [ '3043', '3041' ]
finished   (3044-0:0) [] [ '3044', '76' ]
finished   (3019-1:0) [] [ '3019', '930' ]
finished   (3045-0:0) [] [ '3045', '3046' ]
finished   (3017-1:0) [] [ '3017', '930' ]
finished   (3047-0:0) [] [ '3047', '45' ]
finished   (197-5:0) [] [ '197', '74' ]
finished   (74-1:0) [] [ '74', '3048' ]
finished   (2871-2:0) [] [ '2871', '930' ]
finished   (505-1:0) [] [ '505', '504' ]
finished   (870-8:0) [] [ '870', '125' ]
backtrack21 (224-12:0) [ '224' ] [ '352' ]
finished   (224-12:1) [] [ '224', '993' ]
finished   (3050-0:0) [] [ '3050', '402' ]
finished   (3051-0:0) [] [ '3051', '45' ]
finished   (3050-1:0) [] [ '3050', '1571' ]
finished   (3052-0:0) [] [ '3052', '98' ]
finished   (3053-0:0) [] [ '3053', '2426' ]
finished   (2005-1:0) [] [ '2005', '224', '188' ]
finished   (766-1:1) [] [ '766', '1', '1192' ]
finished   (76-65:0) [] [ '76', '224' ]
finished   (3055-0:0) [] [ '3055', '98' ]
finished   (3056-0:0) [] [ '3056', '777' ]
finished   (3057-0:0) [] [ '3057', '45' ]
finished   (3058-0:0) [] [ '3058', '98' ]
finished   (3057-1:0) [] [ '3057', '3051' ]
finished   (2976-1:0) [] [ '2976', '76' ]
finished   (3044-1:0) [] [ '3044', '76' ]
finished   (1864-1:0) [] [ '1864', '2316' ]
finished   (3047-1:0) [] [ '3047', '3051' ]
finished   (3059-0:0) [] [ '3059', '98' ]
finished   (1436-2:0) [] [ '1436', '76' ]
finished   (2949-1:0) [] [ '2949', '777' ]
finished   (3060-0:0) [] [ '3060', '98' ]
finished   (535-2:0) [] [ '535', '76' ]
finished   (2527-3:0) [] [ '2527', '76' ]
finished   (3061-0:0) [] [ '3061', '45' ]
finished   (3062-0:0) [] [ '3062', '3063' ]
finished   (569-1:0) [] [ '569', '76' ]
finished   (3064-0:0) [] [ '3064', '3065' ]
finished   (1529-1:0) [] [ '1529', '98' ]
finished   (637-1:0) [] [ '637', '76' ]
backtrack21 (3054-1:0) [ '3054' ] [ '76' ]
finished   (3054-1:1) [] [ '3054', '618' ]
finished   (623-1:0) [] [ '623', '76' ]
finished   (3066-0:0) [] [ '3066', '3065' ]
finished   (3066-1:0) [] [ '3066', '3064' ]
finished   (3067-0:0) [] [ '3067', '45' ]
finished   (3068-0:0) [] [ '3068', '2346' ]
finished   (2642-3:0) [] [ '2642', '336' ]
finished   (2945-1:0) [] [ '2945', '206', '167' ]
finished   (804-6:0) [] [ '804', '167' ]
finished   (2642-4:0) [] [ '2642', '3069' ]
finished   (3070-0:0) [] [ '3070', '76' ]
finished   (768-3:0) [] [ '768', '792' ]
finished   (3071-0:0) [] [ '3071', '45' ]
finished   (773-2:0) [] [ '773', '792' ]
finished   (2323-7:0) [] [ '2323', '2869' ]
finished   (3073-0:0) [] [ '3073', '76' ]
finished   (1086-10:0) [] [ '1086', '1399' ]
finished   (45-64:0) [] [ '45', '3074' ]
finished   (1430-4:0) [] [ '1430', '76' ]
finished   (3071-1:0) [] [ '3071', '3042' ]
finished   (205-19:1) [] [ '205', '508', '1591' ]
finished   (3071-2:0) [] [ '3071', '3042' ]
finished   (3040-0:0) [] [ '3040', '2322' ]
finished   (3067-1:0) [] [ '3067', '3042' ]
finished   (2426-1:0) [] [ '2426', '2316' ]
finished   (3061-1:0) [] [ '3061', '3042' ]
finished   (770-3:0) [] [ '770', '792' ]
finished   (45-65:0) [] [ '45', '3042' ]
finished   (3075-0:0) [] [ '3075', '76' ]
finished   (2772-2:1) [] [ '2772', '437' ]
finished   (3041-2:0) [] [ '3041', '668' ]
finished   (3076-0:0) [] [ '3076', '84' ]
finished   (3077-0:0) [] [ '3077', '84' ]
finished   (3078-0:0) [] [ '3078', '76' ]
finished   (1060-1:0) [] [ '1060', '84' ]
finished   (801-1:0) [] [ '801', '792' ]
finished   (2481-1:0) [] [ '2481', '84' ]
finished   (2482-1:0) [] [ '2482', '84' ]
finished   (3079-0:0) [] [ '3079', '84' ]
finished   (3080-0:0) [] [ '3080', '84' ]
finished   (2478-1:0) [] [ '2478', '84' ]
finished   (2501-1:0) [] [ '2501', '84' ]
finished   (3077-1:0) [] [ '3077', '76' ]
finished   (3081-0:0) [] [ '3081', '84' ]
finished   (2477-1:0) [] [ '2477', '84' ]
finished   (2502-1:0) [] [ '2502', '84' ]
finished   (2876-1:0) [] [ '2876', '668' ]
finished   (3078-1:0) [] [ '3078', '84' ]
finished   (3076-1:0) [] [ '3076', '3082' ]
finished   (3082-0:0) [] [ '3082', '84' ]
finished   (3083-0:0) [] [ '3083', '84' ]
finished   (3075-1:0) [] [ '3075', '84' ]
finished   (1856-1:0) [] [ '1856', '437' ]
finished   (3084-0:0) [] [ '3084', '45' ]
finished   (184-11:0) [] [ '184', '437' ]
finished   (3085-0:0) [] [ '3085', '375' ]
finished   (3086-0:0) [] [ '3086', '45' ]
finished   (2478-2:0) [] [ '2478', '76' ]
finished   (3087-0:0) [] [ '3087', '76' ]
finished   (1060-2:0) [] [ '1060', '76' ]
finished   (2481-2:0) [] [ '2481', '76' ]
finished   (3079-1:0) [] [ '3079', '76' ]
finished   (2477-2:0) [] [ '2477', '76' ]
finished   (243-5:0) [] [ '243', '227' ]
finished   (3087-1:0) [] [ '3087', '76' ]
finished   (2482-2:0) [] [ '2482', '76' ]
finished   (3088-0:0) [] [ '3088', '45' ]
finished   (3080-1:0) [] [ '3080', '76' ]
finished   (3081-1:0) [] [ '3081', '76' ]
finished   (3078-2:0) [] [ '3078', '76' ]
finished   (2488-2:0) [] [ '2488', '76' ]
finished   (3089-0:0) [] [ '3089', '45' ]
finished   (2902-1:0) [] [ '2902', '40' ]
finished   (1413-1:0) [] [ '1413', '76' ]
finished   (3090-0:0) [] [ '3090', '45' ]
finished   (3076-2:0) [] [ '3076', '76' ]
finished   (3075-2:0) [] [ '3075', '76' ]
finished   (2759-0:0) [] [ '2759', '2757' ]
finished   (3018-0:0) [] [ '3018', '365' ]
finished   (2759-1:0) [] [ '2759', '2761' ]
finished   (3091-0:0) [] [ '3091', '76' ]
finished   (2757-0:0) [] [ '2757', '2556' ]
finished   (3092-0:0) [] [ '3092', '777' ]
backtrack21 (46-1:0) [ '46' ] [ '47' ]
finished   (46-1:1) [] [ '46', '2758' ]
finished   (3093-0:0) [] [ '3093', '402' ]
finished   (2994-2:0) [] [ '2994', '543' ]
finished   (2043-1:0) [] [ '2043', '76' ]
finished   (1620-2:0) [] [ '1620', '3095' ]
finished   (2396-1:0) [] [ '2396', '2780' ]
finished   (3096-0:0) [] [ '3096', '2594' ]
finished   (2700-2:0) [] [ '2700', '438' ]
finished   (3097-0:0) [] [ '3097', '76' ]
finished   (2779-2:0) [] [ '2779', '438' ]
finished   (2781-2:0) [] [ '2781', '418' ]
finished   (3098-0:0) [] [ '3098', '76' ]
finished   (2701-1:0) [] [ '2701', '418' ]
finished   (2782-2:0) [] [ '2782', '438' ]
finished   (2777-2:0) [] [ '2777', '438' ]
finished   (3099-0:0) [] [ '3099', '1472' ]
backtrack21 (2913-2:0) [ '2913' ] [ '40' ]
finished   (2973-1:0) [] [ '2973', '207' ]
finished   (804-7:0) [] [ '804', '167' ]
finished   (1646-2:0) [] [ '1646', '459' ]
finished   (2477-3:0) [] [ '2477', '2478' ]
finished   (552-2:0) [] [ '552', '459' ]
finished   (1093-1:0) [] [ '1093', '1510' ]
backtrack21 (2692-0:0) [ '2692' ] [ '572' ]
finished   (2692-1:0) [] [ '2692', '87', '572' ]
finished   (936-1:0) [] [ '936', '918' ]
finished   (336-57:0) [] [ '336', '2642' ]
finished   (3010-1:0) [] [ '3010', '2642' ]
finished   (472-2:0) [] [ '472', '3101' ]
finished   (472-3:0) [] [ '472', '3101' ]
finished   (1826-1:0) [] [ '1826', '2863' ]
finished   (2642-7:0) [] [ '2642', '3069' ]
finished   (336-58:0) [] [ '336', '2642' ]
finished   (3049-0:0) [] [ '3049', '125' ]
finished   (3102-0:0) [] [ '3102', '491' ]
finished   (3101-0:0) [] [ '3101', '125' ]
finished   (2035-2:0) [] [ '2035', '76' ]
finished   (1621-2:0) [] [ '1621', '1630' ]
finished   (2931-2:0) [] [ '2931', '40', '167' ]
finished   (2030-1:0) [] [ '2030', '76' ]
finished   (876-1:0) [] [ '876', '877' ]
finished   (2940-2:0) [] [ '2940', '40' ]
finished   (880-2:0) [] [ '880', '877' ]
finished   (882-2:0) [] [ '882', '877' ]
finished   (2913-2:1) [] [ '2913', '207' ]
finished   (2957-2:0) [] [ '2957', '40', '206' ]
finished   (2224-3:0) [] [ '2224', '207' ]
finished   (2597-2:0) [] [ '2597', '668' ]
backtrack21 (2905-2:0) [ '2905' ] [ '40' ]
finished   (980-1:0) [] [ '980', '877' ]
finished   (3103-0:0) [] [ '3103', '292' ]
finished   (3104-0:0) [] [ '3104', '877' ]
finished   (231-3:0) [] [ '231', '245' ]
finished   (2285-3:0) [] [ '2285', '40' ]
finished   (2262-1:0) [] [ '2262', '245' ]
finished   (904-2:0) [] [ '904', '1609' ]
finished   (2487-2:0) [] [ '2487', '491' ]
finished   (40-15:0) [] [ '40', '167' ]
finished   (692-13:0) [] [ '692', '1116' ]
finished   (2305-2:0) [] [ '2305', '40' ]
finished   (3105-0:0) [] [ '3105', '292' ]
finished   (3106-0:0) [] [ '3106', '2409' ]
finished   (877-0:0) [] [ '877', '882' ]
finished   (1610-1:0) [] [ '1610', '1609' ]
finished   (2892-1:0) [] [ '2892', '207', '245' ]
finished   (2913-3:0) [] [ '2913', '40', '167' ]
finished   (1611-0:0) [] [ '1611', '1609' ]
finished   (2701-2:0) [] [ '2701', '418' ]
backtrack21 (2304-2:0) [ '2304' ] [ '207' ]
finished   (2303-2:0) [] [ '2303', '40' ]
finished   (2253-1:0) [] [ '2253', '40' ]
finished   (1774-1:0) [] [ '1774', '1035' ]
finished   (2409-2:0) [] [ '2409', '2393' ]
finished   (2396-2:0) [] [ '2396', '438' ]
backtrack21 (2296-2:0) [ '2296' ] [ '207' ]
backtrack21 (245-4:0) [ '245' ] [ '167' ]
finished   (2866-1:0) [] [ '2866', '668' ]
backtracked (2905-1:0) [ '2905', '40' ] [ '206' ]
finished   (2952-1:0) [] [ '2952', '668' ]
finished   (76-72:0) [] [ '76', '33' ]
backtrack21 (2900-1:0) [ '2900' ] [ '207' ]
finished   (3101-1:0) [] [ '3101', '125' ]
finished   (2406-0:0) [] [ '2406', '2160' ]
backtrack21 (2897-1:0) [ '2897' ] [ '207' ]
finished   (2304-2:1) [] [ '2304', '40' ]
finished   (3107-0:0) [] [ '3107', '380' ]
finished   (667-12:0) [] [ '667', '1010' ]
finished   (292-14:0) [] [ '292', '125' ]
finished   (3108-0:0) [] [ '3108', '366' ]
finished   (2897-2:0) [] [ '2897', '40' ]
finished   (1842-2:0) [] [ '1842', '3109' ]
finished   (3110-0:0) [] [ '3110', '2642' ]
finished   (1854-2:0) [] [ '1854', '3109' ]
backtracked (897-3:0) [ '897', '893' ] [ '2410' ]
finished   (3111-0:0) [] [ '3111', '2594' ]
finished   (885-2:0) [] [ '885', '877' ]
backtracked (922-3:0) [ '922', '907' ] [ '336' ]
finished   (3105-1:0) [] [ '3105', '125' ]
finished   (2912-0:0) [] [ '2912', '915', '912' ]
finished   (2995-1:0) [] [ '2995', '366' ]
finished   (292-15:0) [] [ '292', '125' ]
finished   (2296-2:1) [] [ '2296', '40' ]
finished   (2469-1:0) [] [ '2469', '916' ]
finished   (3107-1:0) [] [ '3107', '668' ]
backtrack21 (2991-0:0) [ '2991' ] [ '10' ]
finished   (2991-0:1) [] [ '2991', '363' ]
finished   (2991-1:0) [] [ '2991', '10' ]
finished   (418-2:0) [] [ '418', '2160' ]
backtrack21 (917-4:0) [ '917' ] [ '653' ]
finished   (917-3:0) [] [ '917', '907' ]
finished   (2780-1:0) [] [ '2780', '167' ]
finished   (926-2:0) [] [ '926', '927' ]
finished   (922-3:1) [] [ '922', '907', '915' ]
finished   (912-4:0) [] [ '912', '907', '915' ]
backtrack21 (685-6:0) [ '685' ] [ '10' ]
finished   (817-3:0) [] [ '817', '514' ]
backtrack21 (685-7:0) [ '685' ] [ '10' ]
finished   (685-6:1) [] [ '685', '514' ]
finished   (2469-2:0) [] [ '2469', '907' ]
finished   (356-5:0) [] [ '356', '357' ]
finished   (3034-0:0) [] [ '3034', '930' ]
finished   (3117-0:0) [] [ '3117', '1039' ]
finished   (3118-0:0) [] [ '3118', '3102' ]
finished   (935-4:2) [] [ '935', '927', '944' ]
finished   (3120-0:0) [] [ '3120', '45' ]
finished   (3121-0:0) [] [ '3121', '47' ]
finished   (1620-3:0) [] [ '1620', '1631' ]
finished   (917-4:1) [] [ '917', '907', '916' ]
finished   (1713-3:0) [] [ '1713', '907' ]
finished   (3034-1:0) [] [ '3034', '3123' ]
finished   (3124-0:0) [] [ '3124', '3102' ]
finished   (54-0:0) [] [ '54', '3125' ]
backtrack21 (214-8:1) [ '214' ] [ '10', '514' ]
finished   (214-10:0) [] [ '214', '508' ]
finished   (3127-0:0) [] [ '3127', '45' ]
finished   (3128-0:0) [] [ '3128', '3129' ]
finished   (3130-0:0) [] [ '3130', '3131' ]
finished   (205-18:0) [] [ '205', '10', '514' ]
finished   (3034-2:0) [] [ '3034', '3133' ]
finished   (3134-0:0) [] [ '3134', '1566' ]
finished   (205-21:0) [] [ '205', '10' ]
finished   (1614-3:0) [] [ '1614', '893' ]
finished   (3136-0:0) [] [ '3136', '3124' ]
finished   (3137-0:0) [] [ '3137', '47' ]
finished   (3138-0:0) [] [ '3138', '633' ]
finished   (512-34:0) [] [ '512', '1226' ]
finished   (205-20:0) [] [ '205', '10', '247' ]
finished   (3112-0:0) [] [ '3112', '10' ]
finished   (47-42:0) [] [ '47', '3140' ]
finished   (3113-0:0) [] [ '3113', '10' ]
finished   (3140-0:0) [] [ '3140', '3142' ]
finished   (3142-0:0) [] [ '3142', '3143' ]
finished   (3115-0:0) [] [ '3115', '10' ]
finished   (3145-0:0) [] [ '3145', '2594' ]
finished   (3143-0:0) [] [ '3143', '2556' ]
finished   (3116-0:0) [] [ '3116', '10' ]
finished   (3119-0:0) [] [ '3119', '10' ]
finished   (3148-0:0) [] [ '3148', '45' ]
finished   (3122-0:0) [] [ '3122', '10' ]
finished   (3149-0:0) [] [ '3149', '47' ]
finished   (3125-0:0) [] [ '3125', '1184' ]
finished   (115-2:0) [] [ '115', '437', '459' ]
finished   (292-16:0) [] [ '292', '125' ]
finished   (292-17:0) [] [ '292', '125' ]
finished   (292-18:0) [] [ '292', '125' ]
finished   (3126-0:0) [] [ '3126', '10' ]
finished   (292-19:0) [] [ '292', '125' ]
finished   (1690-1:0) [] [ '1690', '423' ]
finished   (2639-2:0) [] [ '2639', '2322' ]
finished   (988-3:0) [] [ '988', '423' ]
finished   (989-3:0) [] [ '989', '423' ]
finished   (422-4:0) [] [ '422', '423' ]
finished   (983-3:0) [] [ '983', '423' ]
finished   (3150-0:0) [] [ '3150', '45' ]
finished   (1173-3:0) [] [ '1173', '29' ]
finished   (3151-0:0) [] [ '3151', '47' ]
finished   (984-3:0) [] [ '984', '423' ]
finished   (1173-4:0) [] [ '1173', '23' ]
finished   (3152-0:0) [] [ '3152', '633' ]
finished   (87-2:1) [] [ '87', '572' ]
finished   (1173-5:0) [] [ '1173', '29' ]
finished   (3132-0:0) [] [ '3132', '10' ]
finished   (3145-1:0) [] [ '3145', '2594' ]
finished   (370-26:0) [] [ '370', '993' ]
finished   (3125-1:0) [] [ '3125', '2322' ]
finished   (3155-0:0) [] [ '3155', '946' ]
finished   (3135-0:0) [] [ '3135', '10' ]
finished   (3157-0:0) [] [ '3157', '2594' ]
finished   (1436-1:0) [] [ '1436', '76', '224' ]
finished   (2322-10:0) [] [ '2322', '2323' ]
backtracked (197-2:0) [ '197', '1' ] [ '356' ]
finished   (459-11:0) [] [ '459', '1010' ]
finished   (1706-2:0) [] [ '1706', '423' ]
finished   (3139-0:0) [] [ '3139', '10' ]
finished   (455-9:0) [] [ '455', '1010' ]
finished   (3157-1:0) [] [ '3157', '2594' ]
finished   (2817-3:0) [] [ '2817', '2832' ]
finished   (3157-2:0) [] [ '3157', '2594' ]
finished   (554-2:0) [] [ '554', '1082' ]
finished   (184-12:0) [] [ '184', '437' ]
finished   (227-14:0) [] [ '227', '228' ]
finished   (441-1:0) [] [ '441', '2817' ]
finished   (750-2:0) [] [ '750', '735' ]
finished   (3161-0:0) [] [ '3161', '1373' ]
finished   (3162-0:0) [] [ '3162', '1373' ]
finished   (735-2:0) [] [ '735', '3112' ]
finished   (3122-1:0) [] [ '3122', '3112' ]
finished   (2822-1:0) [] [ '2822', '2832' ]
finished   (2877-1:0) [] [ '2877', '804' ]
finished   (3163-0:0) [] [ '3163', '3164' ]
backtrack21 (2845-1:0) [ '2845' ] [ '804' ]
finished   (2845-1:1) [] [ '2845', '2826' ]
finished   (3122-2:0) [] [ '3122', '625' ]
finished   (2826-2:0) [] [ '2826', '3037' ]
finished   (808-2:0) [] [ '808', '10' ]
finished   (292-20:0) [] [ '292', '125' ]
finished   (445-19:0) [] [ '445', '1010' ]
finished   (2883-2:0) [] [ '2883', '930', '804' ]
finished   (3010-2:0) [] [ '3010', '3110' ]
finished   (625-2:0) [] [ '625', '3112' ]
finished   (3141-0:0) [] [ '3141', '10' ]
finished   (3166-0:0) [] [ '3166', '1035' ]
finished   (2160-14:0) [] [ '2160', '167' ]
finished   (3167-0:0) [] [ '3167', '277' ]
finished   (856-3:0) [] [ '856', '3112' ]
finished   (828-19:0) [] [ '828', '125' ]
backtracked (3054-0:0) [ '3054', '76', '224' ] [ '445' ]
finished   (871-15:0) [] [ '871', '125' ]
finished   (3119-1:0) [] [ '3119', '656' ]
finished   (1688-4:0) [] [ '1688', '125' ]
finished   (3168-0:0) [] [ '3168', '3112' ]
finished   (3168-1:0) [] [ '3168', '3112' ]
finished   (656-1:0) [] [ '656', '3112' ]
finished   (287-7:0) [] [ '287', '1226' ]
finished   (243-7:0) [] [ '243', '234' ]
finished   (227-15:0) [] [ '227', '234' ]
finished   (3144-0:0) [] [ '3144', '10' ]
finished   (2038-1:0) [] [ '2038', '1308' ]
finished   (2548-2:0) [] [ '2548', '1226' ]
finished   (735-3:0) [] [ '735', '3112' ]
finished   (224-14:0) [] [ '224', '993' ]
finished   (1311-4:0) [] [ '1311', '1226' ]
finished   (3168-2:0) [] [ '3168', '2775' ]
finished   (2473-2:0) [] [ '2473', '1226' ]
finished   (2642-9:0) [] [ '2642', '3110' ]
finished   (1311-5:0) [] [ '1311', '1226' ]
found loop (2653-4:0) [] [ '2653', '2322', '2653' ]
finished   (3169-0:0) [] [ '3169', '1300' ]
finished   (2653-5:0) [] [ '2653', '2869' ]
finished   (2653-6:0) [] [ '2653', '2525' ]
finished   (456-5:0) [] [ '456', '183' ]
finished   (1311-6:0) [] [ '1311', '1226' ]
backtrack21 (292-21:0) [ '292' ] [ '17' ]
finished   (501-9:0) [] [ '501', '125' ]
finished   (3170-0:0) [] [ '3170', '1308' ]
finished   (3171-0:0) [] [ '3171', '1308' ]
finished   (925-1:0) [] [ '925', '1737' ]
finished   (3172-0:0) [] [ '3172', '1308' ]
backtrack21 (380-30:0) [ '380' ] [ '224' ]
finished   (380-30:1) [] [ '380', '3160' ]
finished   (438-1:0) [] [ '438', '2160' ]
finished   (897-3:1) [] [ '897', '893', '2411' ]
backtrack21 (412-16:0) [ '412' ] [ '897' ]
finished   (3060-1:0) [] [ '3060', '98' ]
backtracked (412-16:1) [ '412', '993' ] [ '445' ]
finished   (2736-1:1) [] [ '2736', '479' ]
finished   (375-21:0) [] [ '375', '1010' ]
finished   (1298-2:0) [] [ '1298', '1226' ]
finished   (2512-1:0) [] [ '2512', '29' ]
finished   (2736-0:0) [] [ '2736', '479', '1226' ]
finished   (17-4:0) [] [ '17', '3174' ]
finished   (1-32:0) [] [ '1', '2662' ]
finished   (1974-0:0) [] [ '1974', '365', '849' ]
finished   (3125-2:0) [] [ '3125', '2346' ]
finished   (292-21:1) [] [ '292', '125' ]
finished   (181-4:0) [] [ '181', '167' ]
finished   (292-22:0) [] [ '292', '17' ]
finished   (2019-1:0) [] [ '2019', '98' ]
finished   (233-4:0) [] [ '233', '167' ]
finished   (3174-0:0) [] [ '3174', '125' ]
finished   (1492-1:0) [] [ '1492', '668' ]
finished   (1399-2:0) [] [ '1399', '183', '184' ]
finished   (3176-0:0) [] [ '3176', '2594' ]
finished   (2323-9:0) [] [ '2323', '1222' ]
finished   (17-5:0) [] [ '17', '125' ]
finished   (2822-2:0) [] [ '2822', '2803' ]
finished   (292-23:0) [] [ '292', '17', '125' ]
finished   (3177-0:0) [] [ '3177', '1035' ]
finished   (870-9:0) [] [ '870', '125' ]
finished   (2323-10:0) [] [ '2323', '74' ]
finished   (2322-12:0) [] [ '2322', '2653' ]
found loop (2323-11:0) [] [ '2323', '2322', '2323' ]
finished   (245-4:1) [] [ '245', '40' ]
finished   (3052-1:0) [] [ '3052', '98' ]
finished   (2642-11:0) [] [ '2642', '3069' ]
finished   (2642-12:0) [] [ '2642', '3010' ]
finished   (3055-1:0) [] [ '3055', '98' ]
finished   (3059-1:0) [] [ '3059', '98' ]
finished   (6-29:0) [] [ '6', '7' ]
finished   (3178-0:0) [] [ '3178', '1427' ]
finished   (3179-0:0) [] [ '3179', '23' ]
finished   (3179-1:0) [] [ '3179', '29' ]
finished   (2053-2:0) [] [ '2053', '76' ]
finished   (2052-2:0) [] [ '2052', '76' ]
finished   (3180-0:0) [] [ '3180', '777' ]
finished   (336-60:0) [] [ '336', '2642' ]
finished   (870-10:0) [] [ '870', '125' ]
finished   (275-3:0) [] [ '275', '125' ]
finished   (275-4:0) [] [ '275', '125' ]
finished   (3181-0:0) [] [ '3181', '1035' ]
finished   (477-2:0) [] [ '477', '29' ]
finished   (3181-1:0) [] [ '3181', '1035' ]
finished   (2389-1:0) [] [ '2389', '29' ]
finished   (2389-2:0) [] [ '2389', '29' ]
finished   (3102-2:0) [] [ '3102', '491' ]
finished   (3118-1:0) [] [ '3118', '491' ]
